iter	RMSE
1681	255.9513069
1682	255.9304423
1683	255.9229124
1684	255.8948511
1685	255.8857981
1686	255.8590965
1687	255.7953324
1688	255.7877664
1689	255.7495114
1690	255.7354372
1691	255.7162096
1692	255.6939406
1693	255.6398275
1694	255.6251842
1695	255.6029079
1696	255.5964132
1697	255.5486858
1698	255.5342484
1699	255.5091756
1700	255.4991843
1701	255.4742828
1702	255.4347941
1703	255.4072126
1704	255.3802826
1705	255.3733308
1706	255.3114048
1707	255.2880369
1708	255.2510741
1709	255.2465474
1710	255.2263468
1711	255.1408926
1712	255.1139218
1713	255.1006627
1714	255.072574
1715	255.0569884
1716	255.0369069
1717	255.02753
1718	255.0146145
1719	254.9970752
1720	254.9683189
1721	254.9397123
1722	254.9079743
1723	254.8923875
1724	254.8880016
1725	254.8489067
1726	254.8241487
1727	254.8004509
1728	254.7751496
1729	254.7735474
1730	254.7561969
1731	254.7450571
1732	254.7250128
1733	254.6983483
1734	254.6719802
1735	254.6566061
1736	254.6411897
1737	254.6371249
1738	254.6051492
1739	254.5996545
1740	254.5977553
1741	254.5899616
1742	254.5736117
1743	254.5552726
1744	254.5318329
1745	254.4935101
1746	254.453
1747	254.4308731
1748	254.4305381
1749	254.4160054
1750	254.3834893
1751	254.3416198
1752	254.3024083
1753	254.3020963
1754	254.2967219
1755	254.2785038
1756	254.2624723
1757	254.2428533
1758	254.2300782
1759	254.1966588
1760	254.1792017
1761	254.1647641
1762	254.1473625
1763	254.1388817
1764	254.1331131
1765	254.1249566
1766	254.1065736
1767	254.0719495
1768	254.0661745
1769	254.028888
1770	254.0249927
1771	253.9940412
1772	253.9865704
1773	253.9847286
1774	253.9713495
1775	253.9437389
1776	253.9409217
1777	253.9372742
1778	253.9187361
1779	253.8710401
1780	253.8677984
1781	253.8282245
1782	253.8147612
1783	253.7905879
1784	253.7783459
1785	253.7666092
1786	253.7505765
1787	253.7325903
1788	253.7164453
1789	253.710195
1790	253.6567971
1791	253.6261079
1792	253.6172921
1793	253.604276
1794	253.5809746
1795	253.548825
1796	253.535378
1797	253.5091629
1798	253.484738
1799	253.4707953
1800	253.4556408
1801	253.434793
1802	253.4131674
1803	253.3972886
1804	253.3812119
1805	253.3595236
1806	253.3469669
1807	253.3384959
1808	253.3300912
1809	253.3177628
1810	253.3044354
1811	253.2907108
1812	253.2732138
1813	253.2667975
1814	253.2630346
1815	253.2468126
1816	253.2406071
1817	253.2365823
1818	253.2138193
1819	253.1841765
1820	253.1826188
1821	253.181525
1822	253.1762192
1823	253.1713235
1824	253.1544438
1825	253.1369326
1826	253.1340926
1827	253.1263558
1828	253.0479437
1829	253.0143715
1830	253.0017652
1831	252.9873313
1832	252.9635508
1833	252.9406871
1834	252.9167583
1835	252.9063307
1836	252.8828021
1837	252.8601818
1838	252.8506654
1839	252.8251972
1840	252.8172818
1841	252.7917215
1842	252.7787146
1843	252.7623087
1844	252.7448281
1845	252.7320162
1846	252.7287841
1847	252.7219954
1848	252.6976666
1849	252.6845493
1850	252.682542
1851	252.6467647
1852	252.6280619
1853	252.6011402
1854	252.5353692
1855	252.517807
1856	252.5117913
1857	252.500131
1858	252.4804349
1859	252.4733446
1860	252.4670343
1861	252.4661208
1862	252.4603429
1863	252.4316387
1864	252.4203543
1865	252.4020046
1866	252.3686287
1867	252.3558348
1868	252.3508887
1869	252.3299017
1870	252.2757077
1871	252.2657271
1872	252.2638944
1873	252.2474168
1874	252.2382006
1875	252.2304068
1876	252.2137024
1877	252.1723444
1878	252.1533653
1879	252.1289649
1880	252.1092036
1881	252.1080919
1882	252.0945775
1883	252.0887483
1884	252.0769893
1885	252.0753782
1886	252.0545599
1887	252.0415696
1888	252.0002005
1889	251.9388565
1890	251.9178834
1891	251.9169795
1892	251.9091898
1893	251.8855982
1894	251.826547
1895	251.8053917
1896	251.8022976
1897	251.7806688
1898	251.7580946
1899	251.7522831
1900	251.7380515
1901	251.7268648
1902	251.7161221
1903	251.7077624
1904	251.6975853
1905	251.6651721
1906	251.6580091
1907	251.6364586
1908	251.6360142
1909	251.6128671
1910	251.6067013
1911	251.5512415
1912	251.5207194
1913	251.5094319
1914	251.4927126
1915	251.4679076
1916	251.4598227
1917	251.4455242
1918	251.4376831
1919	251.4251534
1920	251.423045
1921	251.4152486
1922	251.4059199
1923	251.3905986
1924	251.3605251
1925	251.3421359
1926	251.3121805
1927	251.2854461
1928	251.264322
1929	251.2488547
1930	251.2352799
1931	251.1968867
1932	251.1956765
1933	251.1804326
1934	251.1670073
1935	251.1093286
1936	251.0728356
1937	251.0700043
1938	251.0661345
1939	251.0225534
1940	251.0008811
1941	250.9824769
1942	250.9587182
1943	250.9508533
1944	250.949372
1945	250.9465914
1946	250.9249619
1947	250.9162716
1948	250.8890489
1949	250.8874828
1950	250.8855437
1951	250.8853393
1952	250.8638035
1953	250.8529261
1954	250.8355398
1955	250.8317737
1956	250.8125797
1957	250.7900581
1958	250.7658106
1959	250.7337661
1960	250.7168211
1961	250.6943862
1962	250.6856575
1963	250.6579113
1964	250.6443168
1965	250.6182291
1966	250.6056095
1967	250.6022645
1968	250.5779707
1969	250.5568293
1970	250.5349666
1971	250.5141312
1972	250.5011726
1973	250.4970606
1974	250.4763836
1975	250.456085
1976	250.4408934
1977	250.4359117
1978	250.4238289
1979	250.4097405
1980	250.4089346
1981	250.4046439
1982	250.403091
1983	250.3868666
1984	250.3845182
1985	250.3467524
1986	250.3318163
1987	250.3274372
1988	250.3265841
1989	250.324412
1990	250.3041284
1991	250.293668
1992	250.2797129
1993	250.2571463
1994	250.2232372
1995	250.2221363
1996	250.2118068
1997	250.2019562
1998	250.2005857
1999	250.1638505
